canonical,aliases,meaning,partOfSpeech,domain,level,example,sourceTag,reviewStatus
khallli,,is khalling,verb_form,verb-form,chat,khallli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallliba,,currently khalling,verb_form,verb-form,chat,khallliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khalllingeida,,while khalling,verb_form,verb-form,chat,khalllingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallkhre,,already khalled,verb_form,verb-form,chat,khallkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallgani,,will khall,verb_form,verb-form,chat,khallgani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallgadaba,,should khall,verb_form,verb-form,chat,khallgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khalldaba,,not khalling,verb_form,verb-form,chat,khalldaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallde,,does not khall,verb_form,verb-form,chat,khallde asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallro,,please khall,verb_form,verb-form,chat,khallro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallu,,please khall,verb_form,verb-form,chat,khallu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallminnaba,,khall together,verb_form,verb-form,chat,khallminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallbirakpa,,khall for someone,verb_form,verb-form,chat,khallbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallhanba,,cause to khall,verb_form,verb-form,chat,khallhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khallnaba,,for khalling,verb_form,verb-form,chat,khallnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngampa,,to ngam / action form,verb_form,verb-form,chat,ngampa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamli,,is ngaming,verb_form,verb-form,chat,ngamli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamlingeida,,while ngaming,verb_form,verb-form,chat,ngamlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamkhre,,already ngamed,verb_form,verb-form,chat,ngamkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamgadaba,,should ngam,verb_form,verb-form,chat,ngamgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamdaba,,not ngaming,verb_form,verb-form,chat,ngamdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamu,,please ngam,verb_form,verb-form,chat,ngamu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamminnaba,,ngam together,verb_form,verb-form,chat,ngamminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngambirakpa,,ngam for someone,verb_form,verb-form,chat,ngambirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamhanba,,cause to ngam,verb_form,verb-form,chat,ngamhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngamnaba,,for ngaming,verb_form,verb-form,chat,ngamnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
semlingeida,,while seming,verb_form,verb-form,chat,semlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
semkhre,,already semed,verb_form,verb-form,chat,semkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
semgadaba,,should sem,verb_form,verb-form,chat,semgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
semdaba,,not seming,verb_form,verb-form,chat,semdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
semminnaba,,sem together,verb_form,verb-form,chat,semminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sembirakpa,,sem for someone,verb_form,verb-form,chat,sembirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
semhanba,,cause to sem,verb_form,verb-form,chat,semhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinba,,to thin / infinitive,verb_form,verb-form,chat,thinba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinpa,,to thin / action form,verb_form,verb-form,chat,thinpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinli,,is thining,verb_form,verb-form,chat,thinli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinliba,,currently thining,verb_form,verb-form,chat,thinliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinlingeida,,while thining,verb_form,verb-form,chat,thinlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinkhre,,already thined,verb_form,verb-form,chat,thinkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thingani,,will thin,verb_form,verb-form,chat,thingani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thingadaba,,should thin,verb_form,verb-form,chat,thingadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thindaba,,not thining,verb_form,verb-form,chat,thindaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinde,,does not thin,verb_form,verb-form,chat,thinde asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinro,,please thin,verb_form,verb-form,chat,thinro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinu,,please thin,verb_form,verb-form,chat,thinu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinminnaba,,thin together,verb_form,verb-form,chat,thinminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinbirakpa,,thin for someone,verb_form,verb-form,chat,thinbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinhanba,,cause to thin,verb_form,verb-form,chat,thinhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thinnaba,,for thining,verb_form,verb-form,chat,thinnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokliba,,currently thoking,verb_form,verb-form,chat,thokliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thoklingeida,,while thoking,verb_form,verb-form,chat,thoklingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokkhre,,already thoked,verb_form,verb-form,chat,thokkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokgadaba,,should thok,verb_form,verb-form,chat,thokgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokdaba,,not thoking,verb_form,verb-form,chat,thokdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokro,,please thok,verb_form,verb-form,chat,thokro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokminnaba,,thok together,verb_form,verb-form,chat,thokminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokbirakpa,,thok for someone,verb_form,verb-form,chat,thokbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thokhanba,,cause to thok,verb_form,verb-form,chat,thokhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changpa,,to chang / action form,verb_form,verb-form,chat,changpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changliba,,currently changing,verb_form,verb-form,chat,changliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changlingeida,,while changing,verb_form,verb-form,chat,changlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changkhre,,already changed,verb_form,verb-form,chat,changkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changgadaba,,should chang,verb_form,verb-form,chat,changgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changdaba,,not changing,verb_form,verb-form,chat,changdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changro,,please chang,verb_form,verb-form,chat,changro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changminnaba,,chang together,verb_form,verb-form,chat,changminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changbirakpa,,chang for someone,verb_form,verb-form,chat,changbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
changhanba,,cause to chang,verb_form,verb-form,chat,changhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanba,,to than / infinitive,verb_form,verb-form,chat,thanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanpa,,to than / action form,verb_form,verb-form,chat,thanpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanli,,is thaning,verb_form,verb-form,chat,thanli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanliba,,currently thaning,verb_form,verb-form,chat,thanliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanlingeida,,while thaning,verb_form,verb-form,chat,thanlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thankhre,,already thaned,verb_form,verb-form,chat,thankhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thangani,,will than,verb_form,verb-form,chat,thangani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thangadaba,,should than,verb_form,verb-form,chat,thangadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thandaba,,not thaning,verb_form,verb-form,chat,thandaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thande,,does not than,verb_form,verb-form,chat,thande asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanro,,please than,verb_form,verb-form,chat,thanro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanu,,please than,verb_form,verb-form,chat,thanu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanminnaba,,than together,verb_form,verb-form,chat,thanminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanbirakpa,,than for someone,verb_form,verb-form,chat,thanbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thanhanba,,cause to than,verb_form,verb-form,chat,thanhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thannaba,,for thaning,verb_form,verb-form,chat,thannaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongba,,to khong / infinitive,verb_form,verb-form,chat,khongba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongpa,,to khong / action form,verb_form,verb-form,chat,khongpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongli,,is khonging,verb_form,verb-form,chat,khongli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongliba,,currently khonging,verb_form,verb-form,chat,khongliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khonglingeida,,while khonging,verb_form,verb-form,chat,khonglingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongkhre,,already khonged,verb_form,verb-form,chat,khongkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khonggani,,will khong,verb_form,verb-form,chat,khonggani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khonggadaba,,should khong,verb_form,verb-form,chat,khonggadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongdaba,,not khonging,verb_form,verb-form,chat,khongdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongde,,does not khong,verb_form,verb-form,chat,khongde asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongro,,please khong,verb_form,verb-form,chat,khongro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongu,,please khong,verb_form,verb-form,chat,khongu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongminnaba,,khong together,verb_form,verb-form,chat,khongminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongbirakpa,,khong for someone,verb_form,verb-form,chat,khongbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khonghanba,,cause to khong,verb_form,verb-form,chat,khonghanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
khongnaba,,for khonging,verb_form,verb-form,chat,khongnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungaba,,to nunga / infinitive,verb_form,verb-form,chat,nungaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungapa,,to nunga / action form,verb_form,verb-form,chat,nungapa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungali,,is nungaing,verb_form,verb-form,chat,nungali asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungaliba,,currently nungaing,verb_form,verb-form,chat,nungaliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungalingeida,,while nungaing,verb_form,verb-form,chat,nungalingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungakhre,,already nungaed,verb_form,verb-form,chat,nungakhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungagani,,will nunga,verb_form,verb-form,chat,nungagani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungagadaba,,should nunga,verb_form,verb-form,chat,nungagadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungadaba,,not nungaing,verb_form,verb-form,chat,nungadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungade,,does not nunga,verb_form,verb-form,chat,nungade asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungaro,,please nunga,verb_form,verb-form,chat,nungaro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungau,,please nunga,verb_form,verb-form,chat,nungau asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungaminnaba,,nunga together,verb_form,verb-form,chat,nungaminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungabirakpa,,nunga for someone,verb_form,verb-form,chat,nungabirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungahanba,,cause to nunga,verb_form,verb-form,chat,nungahanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nunganaba,,for nungaing,verb_form,verb-form,chat,nunganaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshipa,,to nungshi / action form,verb_form,verb-form,chat,nungshipa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshili,,is nungshiing,verb_form,verb-form,chat,nungshili asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshilingeida,,while nungshiing,verb_form,verb-form,chat,nungshilingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshikhre,,already nungshied,verb_form,verb-form,chat,nungshikhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshigadaba,,should nungshi,verb_form,verb-form,chat,nungshigadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshidaba,,not nungshiing,verb_form,verb-form,chat,nungshidaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshide,,does not nungshi,verb_form,verb-form,chat,nungshide asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshiu,,please nungshi,verb_form,verb-form,chat,nungshiu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshiminnaba,,nungshi together,verb_form,verb-form,chat,nungshiminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshibirakpa,,nungshi for someone,verb_form,verb-form,chat,nungshibirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshihanba,,cause to nungshi,verb_form,verb-form,chat,nungshihanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
nungshinaba,,for nungshiing,verb_form,verb-form,chat,nungshinaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibaba,,to ngaiba / infinitive,verb_form,verb-form,chat,ngaibaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibapa,,to ngaiba / action form,verb_form,verb-form,chat,ngaibapa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibali,,is ngaibaing,verb_form,verb-form,chat,ngaibali asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibaliba,,currently ngaibaing,verb_form,verb-form,chat,ngaibaliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibalingeida,,while ngaibaing,verb_form,verb-form,chat,ngaibalingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibakhre,,already ngaibaed,verb_form,verb-form,chat,ngaibakhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibagani,,will ngaiba,verb_form,verb-form,chat,ngaibagani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibagadaba,,should ngaiba,verb_form,verb-form,chat,ngaibagadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibadaba,,not ngaibaing,verb_form,verb-form,chat,ngaibadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibade,,does not ngaiba,verb_form,verb-form,chat,ngaibade asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibaro,,please ngaiba,verb_form,verb-form,chat,ngaibaro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibau,,please ngaiba,verb_form,verb-form,chat,ngaibau asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibaminnaba,,ngaiba together,verb_form,verb-form,chat,ngaibaminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibabirakpa,,ngaiba for someone,verb_form,verb-form,chat,ngaibabirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibahanba,,cause to ngaiba,verb_form,verb-form,chat,ngaibahanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ngaibanaba,,for ngaibaing,verb_form,verb-form,chat,ngaibanaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
waripa,,to wari / action form,verb_form,verb-form,chat,waripa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warili,,is wariing,verb_form,verb-form,chat,warili asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wariliba,,currently wariing,verb_form,verb-form,chat,wariliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warilingeida,,while wariing,verb_form,verb-form,chat,warilingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warikhre,,already waried,verb_form,verb-form,chat,warikhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warigani,,will wari,verb_form,verb-form,chat,warigani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warigadaba,,should wari,verb_form,verb-form,chat,warigadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
waridaba,,not wariing,verb_form,verb-form,chat,waridaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
waride,,does not wari,verb_form,verb-form,chat,waride asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wariro,,please wari,verb_form,verb-form,chat,wariro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wariu,,please wari,verb_form,verb-form,chat,wariu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wariminnaba,,wari together,verb_form,verb-form,chat,wariminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
waribirakpa,,wari for someone,verb_form,verb-form,chat,waribirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warihanba,,cause to wari,verb_form,verb-form,chat,warihanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warinaba,,for wariing,verb_form,verb-form,chat,warinaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ili,,is iing,verb_form,verb-form,chat,ili asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
iliba,,currently iing,verb_form,verb-form,chat,iliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ilingeida,,while iing,verb_form,verb-form,chat,ilingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ikhre,,already ied,verb_form,verb-form,chat,ikhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
igani,,will i,verb_form,verb-form,chat,igani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
igadaba,,should i,verb_form,verb-form,chat,igadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
idaba,,not iing,verb_form,verb-form,chat,idaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ide,,does not i,verb_form,verb-form,chat,ide asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
iro,,please i,verb_form,verb-form,chat,iro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
iu,,please i,verb_form,verb-form,chat,iu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
iminnaba,,i together,verb_form,verb-form,chat,iminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ibirakpa,,i for someone,verb_form,verb-form,chat,ibirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ihanba,,cause to i,verb_form,verb-form,chat,ihanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
inaba,,for iing,verb_form,verb-form,chat,inaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina chak pammi,,I want chak,phrase,phrase-chat,chat,eina chak pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina ishing pammi,,I want ishing,phrase,phrase-chat,chat,eina ishing pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina medicine pammi,,I want medicine,phrase,phrase-chat,chat,eina medicine pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina doctor pammi,,I want doctor,phrase,phrase-chat,chat,eina doctor pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina school pammi,,I want school,phrase,phrase-chat,chat,eina school pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina meeting pammi,,I want meeting,phrase,phrase-chat,chat,eina meeting pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina bus pammi,,I want bus,phrase,phrase-chat,chat,eina bus pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina taxi pammi,,I want taxi,phrase,phrase-chat,chat,eina taxi pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina market pammi,,I want market,phrase,phrase-chat,chat,eina market pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina office pammi,,I want office,phrase,phrase-chat,chat,eina office pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina homework pammi,,I want homework,phrase,phrase-chat,chat,eina homework pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina assignment pammi,,I want assignment,phrase,phrase-chat,chat,eina assignment pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina article pammi,,I want article,phrase,phrase-chat,chat,eina article pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina lairik pammi,,I want lairik,phrase,phrase-chat,chat,eina lairik pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina phone pammi,,I want phone,phrase,phrase-chat,chat,eina phone pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina charger pammi,,I want charger,phrase,phrase-chat,chat,eina charger pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina network pammi,,I want network,phrase,phrase-chat,chat,eina network pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina internet pammi,,I want internet,phrase,phrase-chat,chat,eina internet pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina payment pammi,,I want payment,phrase,phrase-chat,chat,eina payment pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina report pammi,,I want report,phrase,phrase-chat,chat,eina report pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina notice pammi,,I want notice,phrase,phrase-chat,chat,eina notice pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina dictionary pammi,,I want dictionary,phrase,phrase-chat,chat,eina dictionary pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina word pammi,,I want word,phrase,phrase-chat,chat,eina word pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina database pammi,,I want database,phrase,phrase-chat,chat,eina database pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina keyboard pammi,,I want keyboard,phrase,phrase-chat,chat,eina keyboard pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina standard pammi,,I want standard,phrase,phrase-chat,chat,eina standard pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina download pammi,,I want download,phrase,phrase-chat,chat,eina download pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina update pammi,,I want update,phrase,phrase-chat,chat,eina update pammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina chak ngammi,,I can chak,phrase,phrase-chat,chat,eina chak ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina ishing ngammi,,I can ishing,phrase,phrase-chat,chat,eina ishing ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina medicine ngammi,,I can medicine,phrase,phrase-chat,chat,eina medicine ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina doctor ngammi,,I can doctor,phrase,phrase-chat,chat,eina doctor ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina school ngammi,,I can school,phrase,phrase-chat,chat,eina school ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina meeting ngammi,,I can meeting,phrase,phrase-chat,chat,eina meeting ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina bus ngammi,,I can bus,phrase,phrase-chat,chat,eina bus ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina taxi ngammi,,I can taxi,phrase,phrase-chat,chat,eina taxi ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina market ngammi,,I can market,phrase,phrase-chat,chat,eina market ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina office ngammi,,I can office,phrase,phrase-chat,chat,eina office ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eina homework ngammi,,I can homework,phrase,phrase-chat,chat,eina homework ngammi asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
