canonical,aliases,meaning,partOfSpeech,domain,level,example,sourceTag,reviewStatus
yengpa,,yeng+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
yengle,,yeng+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
khangpa,,khang+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
khangle,,khang+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
nangpa,,nang+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
nangle,,nang+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
thampa,,tham+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
thamle,,tham+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sempa,,sem+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
semle,,sem+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
thijinpa,,thijin+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
thijinle,,thijin+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewpa,,review+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewba,,review+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewi,,review+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewle,,review+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewro,,review+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewgani,,review+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewliba,,review+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
reviewdre,,review+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitpa,,submit+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitba,,submit+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submiti,,submit+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitle,,submit+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitro,,submit+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitgani,,submit+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitliba,,submit+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
submitdre,,submit+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardpa,,standard+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardba,,standard+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardi,,standard+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardle,,standard+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardro,,standard+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardgani,,standard+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standardliba,,standard+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
standarddre,,standard+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadpa,,download+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadba,,download+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadi,,download+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadle,,download+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadro,,download+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadgani,,download+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloadliba,,download+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
downloaddre,,download+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installpa,,install+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installba,,install+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installi,,install+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installle,,install+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installro,,install+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installgani,,install+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installliba,,install+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
installdre,,install+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchpa,,search+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchba,,search+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchi,,search+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchle,,search+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchro,,search+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchgani,,search+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchliba,,search+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
searchdre,,search+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copypa,,copy+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copyba,,copy+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copyi,,copy+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copyle,,copy+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copyro,,copy+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copygani,,copy+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copyliba,,copy+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
copydre,,copy+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sharepa,,share+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
shareba,,share+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sharei,,share+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sharele,,share+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sharero,,share+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sharegani,,share+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
shareliba,,share+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
sharedre,,share+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
